"Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Study_Attendance","Sleep_Study"
-0.49739017813872,1.46996402754782,"Medium","High",1,-0.705000532365408,0.828716185600732,"Low",1,2,"Low","High","Private","Neutral",2,0,"High School","Near","Male",71,-0.731145669519521,0.350660340381123
0.170896014439488,0.257918669604095,"Medium","Medium",1,0.657366804530993,1.52314189332355,"Low",1,2,"Medium","Medium","Public","Positive",4,0,"High School","Near","Male",70,0.0440772726848749,0.112341366919169
-1.83396256329514,0.171344001179543,"Medium","Medium",1,0.657366804530993,-0.212922375983497,"Medium",1,2,"Medium","Medium","Private","Positive",3,0,"Postgraduate","Near","Male",66,-0.314238483608479,-1.20558610986279
-1.66689101515058,-0.174954672518665,"Medium","High",1,0.657366804530993,-0.074037234438933,"Medium",1,1,"Low","Medium","Private","Neutral",4,0,"Postgraduate","Near","Male",65,0.291630371679976,-1.09575882013096
-0.49739017813872,-1.04070135676418,"Medium","Medium",0,0.657366804530993,-0.351807517528061,"Medium",1,2,"Medium","Medium","Private","Positive",4,0,"High School","Near","Female",64,0.517634633230145,-0.326967792008152
-0.998604822572376,-1.7332987041606,"Medium","Low",1,2.01973414142739,-0.69902037138947,"Low",1,0,"High","Medium","Private","Positive",3,0,"College","Near","Male",60,1.73088044493322,-2.01691625394347
0.33796756258404,-0.867552019915081,"Low","Medium",1,-0.705000532365408,0.481503331739323,"Medium",1,1,"Low","High","Public","Neutral",3,0,"High School","Near","Female",65,-0.293204441585561,-0.238267311543988
-0.831533274427824,-0.00180533566956129,"Medium","Medium",1,1.33855047297919,1.10648646868986,"Low",1,3,"Low","Medium","Public","Positive",2,0,"College","Moderate","Female",67,0.00150119668075165,-1.1130492577833
-1.33274791886148,-0.434678677792321,"Medium","High",1,-0.0238168639172075,-1.18511836679544,"Medium",1,3,"Medium","Medium","Private","Positive",4,0,"College","Near","Male",66,0.579317103201176,0.0317418758194654
1.5074683995959,-0.174954672518665,"Medium","Medium",0,-1.38618420081361,1.66202703486812,"High",1,0,"High","Medium","Public","Negative",1,0,"High School","Moderate","Female",69,-0.263738640183538,-2.08962887874562
-0.163247081849616,1.64311336439693,"Medium","High",0,-0.705000532365408,0.620388473283887,"Medium",1,1,"Medium","High","Public","Neutral",3,0,"High School","Near","Male",72,-0.268233461885902,0.115089279611078
0.00382446629493626,-0.521253346216873,"Medium","High",0,0.657366804530993,0.967601327145296,"Low",1,1,"Medium","Medium","Public","Negative",2,0,"College","Moderate","Female",66,-0.00199351585372917,0.00251407718733874
-1.49981946700603,-0.174954672518665,"High","Medium",1,0.657366804530993,1.7314696056404,"High",1,1,"Low","Medium","Public","Neutral",3,0,"High School","Moderate","Male",66,0.262400423687159,-0.985931530399132
-0.49739017813872,-1.30042536203784,"Low","High",1,-1.38618420081361,-0.004594663666651,"Medium",1,2,"Low","Medium","Public","Positive",3,0,"High School","Near","Female",63,0.646818802480111,0.68947440657576
0.170896014439488,-1.5601493673115,"High","Low",1,-0.705000532365408,-1.46288864988457,"High",1,0,"High","High","Public","Positive",3,0,"Postgraduate","Far","Male",64,-0.266623308803824,-0.120481781158966
-1.16567637071693,0.95051601700051,"Low","Medium",0,-0.705000532365408,1.03704389791758,"Medium",1,1,"High","Medium","Public","Negative",2,1,"High School","Moderate","Female",65,-1.10799406100546,0.821802461921211
0.33796756258404,0.257918669604095,"High","High",1,-0.705000532365408,1.31481418100671,"Medium",1,0,"High","Medium","Public","Neutral",2,0,"College","Moderate","Male",71,0.0871681441110142,-0.238267311543988
-0.664461726283272,0.863941348575958,"Medium","Medium",0,-2.06736786926181,-1.18511836679544,"Medium",1,1,"Low","Medium","Public","Neutral",3,0,"High School","Moderate","Female",66,-0.574055959882279,1.37368682327227
-0.330318629994168,-1.21385069361329,"High","High",0,-2.06736786926181,-1.67121636220142,"Low",1,2,"Low","Medium","Private","Neutral",2,0,"College","Near","Male",64,0.400957498131812,0.682890122268523
-0.664461726283272,0.257918669604095,"Low","Medium",0,-0.705000532365408,-1.25456093756773,"Medium",1,0,"High","Low","Public","Positive",4,1,"High School","Near","Female",63,-0.171377084445821,0.468445870766145
1.84161149588501,-0.867552019915081,"Medium","High",1,-0.0238168639172075,-0.629577800617189,"Medium",1,1,"High","Medium","Public","Negative",3,0,"College","Near","Male",69,-1.59769377315387,-0.0438614103858582
0.00382446629493626,-0.954126688339633,"Medium","Medium",1,0.657366804530993,1.45369932255127,"Medium",1,2,"Medium","High","Public","Positive",3,0,"High School","Near","Male",67,-0.00364902536065408,0.00251407718733874
0.839182207017696,-1.30042536203784,"High","Medium",0,-1.38618420081361,1.03704389791758,"Medium",1,2,"Medium","Medium","Public","Positive",3,0,"College","Moderate","Female",68,-1.0912938253767,-1.16326111697183
-1.16567637071693,-0.694402683065977,"Low","Medium",0,-0.705000532365408,1.24537161023442,"Low",1,1,"Low","Medium","Public","Negative",3,0,"High School","Near","Male",61,0.809448799412445,0.821802461921211
0.170896014439488,-1.30042536203784,"Medium","Low",1,-0.0238168639172075,1.10648646868986,"Low",1,2,"Medium","High","Public","Positive",3,0,"High School","Far","Female",64,-0.222237511448296,-0.00407020711989842
-2.00103411143969,1.64311336439693,"Medium","Medium",0,1.33855047297919,-1.46288864988457,"Low",1,2,"Low","Medium","Public","Neutral",5,0,"Postgraduate","Near","Female",67,-3.28792589112068,-2.67848515631509
-1.33274791886148,-0.694402683065977,"Low","Medium",1,0.657366804530993,0.620388473283887,"Medium",1,1,"Low","Medium","Public","Positive",5,0,"High School","Near","Female",63,0.925463730708008,-0.876104240667302
0.170896014439488,-1.30042536203784,"Low","Medium",1,-0.705000532365408,1.59258446409583,"Low",1,1,"Medium","High","Public","Negative",4,0,"High School","Near","Male",64,-0.222237511448296,-0.120481781158966
0.672110658873144,-1.04070135676418,"High","Medium",0,0.657366804530993,-1.32400350834001,"Low",1,3,"High","High","Public","Neutral",1,0,"College","Near","Male",67,-0.699466474584951,0.441823236114659
0.170896014439488,0.344493338028646,"Medium","Medium",1,-0.705000532365408,-1.60177379142914,"Low",1,1,"Medium","High","Public","Neutral",2,1,"College","Far","Female",65,0.0588725384700511,-0.120481781158966
-0.163247081849616,-1.47357469888694,"Low","High",0,-0.0238168639172075,1.31481418100671,"Medium",1,1,"Medium","Medium","Private","Positive",3,0,"High School","Moderate","Male",64,0.24055676948072,0.00388803353329353
-0.330318629994168,1.21024002227417,"Medium","High",1,-0.0238168639172075,0.481503331739323,"Medium",1,3,"Medium","Medium","Private","Negative",2,1,"College","Near","Male",70,-0.399764826121714,0.00786715385988951
-1.49981946700603,1.55653869597237,"Medium","Medium",1,1.33855047297919,0.481503331739323,"Low",1,1,"Medium","Medium","Private","Positive",3,0,"Postgraduate","Far","Male",68,-2.33452703736755,-2.00758405694433
-0.664461726283272,-0.867552019915081,"Medium","Medium",1,0.657366804530993,1.59258446409583,"Medium",1,2,"Medium","Medium","Public","Positive",3,0,"High School","Moderate","Male",65,0.576455112793314,-0.436795081739982
-0.49739017813872,-0.174954672518665,"Medium","Medium",1,-0.705000532365408,0.898158756373014,"Medium",1,1,"Medium","High","Private","Positive",3,0,"College","Near","Female",68,0.0870207357302603,0.350660340381123
1.00625375516225,-1.64672403573605,"Medium","Low",1,-0.705000532365408,-0.351807517528061,"Medium",1,2,"Low","Medium","Public","Positive",3,0,"High School","Moderate","Female",64,-1.65702224467533,-0.709409433084076
0.33796756258404,0.51764267487775,"Low","Medium",1,-0.0238168639172075,-0.212922375983497,"Low",1,3,"Low","High","Public","Positive",2,0,"High School","Moderate","Male",68,0.174946433117916,-0.0080493274464944
-1.83396256329514,-0.261529340943217,"Medium","Medium",0,-1.38618420081361,-1.25456093756773,"Medium",1,2,"Medium","High","Public","Neutral",3,0,"High School","Near","Male",63,0.47963502049311,2.54220993012334
0.33796756258404,-0.780977351490529,"Low","Medium",1,-0.0238168639172075,-0.69902037138947,"Low",1,1,"Medium","Low","Public","Positive",4,0,"College","Moderate","Male",64,-0.263945011916593,-0.0080493274464944
-0.330318629994168,-1.04070135676418,"High","Medium",0,-0.0238168639172075,-0.212922375983497,"Medium",1,0,"Medium","Medium","Public","Neutral",3,0,"College","Near","Male",64,0.343763046399417,0.00786715385988951
-0.664461726283272,0.51764267487775,"Low","Medium",1,0.657366804530993,-0.837905512934034,"Medium",1,2,"Medium","Medium","Public","Positive",4,0,"High School","Near","Male",67,-0.34395374534716,-0.436795081739982
0.672110658873144,-0.261529340943217,"High","Low",0,0.657366804530993,1.45369932255127,"Medium",1,0,"Medium","Medium","Public","Neutral",3,0,"High School","Near","Female",67,-0.175776657656005,0.441823236114659
1.00625375516225,-1.12727602518874,"Medium","High",1,-0.0238168639172075,-1.67121636220142,"Low",1,2,"High","High","Private","Neutral",4,1,"Postgraduate","Far","Female",66,-1.13432573345054,-0.0239658087528783
1.00625375516225,0.690792011726854,"Medium","High",1,-1.38618420081361,0.273175619422477,"Medium",1,1,"Low","High","Private","Positive",4,0,"College","Moderate","Male",72,0.695112055836231,-1.39485305741527
-0.831533274427824,0.257918669604095,"Medium","High",0,-1.38618420081361,0.967601327145296,"Low",0,1,"Medium","High","Public","Neutral",2,1,"High School","Near","Female",65,-0.214467955871961,1.15265828746266
-0.330318629994168,1.21024002227417,"Medium","Medium",1,-0.705000532365408,0.828716185600732,"High",1,1,"Medium","Medium","Public","Positive",4,0,"High School","Near","Male",71,-0.399764826121714,0.2328748099961
0.33796756258404,-1.30042536203784,"High","Low",0,0.657366804530993,0.481503331739323,"Medium",1,2,"Medium","High","Public","Positive",1,0,"Postgraduate","Near","Female",66,-0.439501589930397,0.222168656650999
1.00625375516225,0.95051601700051,"Medium","Low",1,0.657366804530993,-0.282364946755779,"Medium",1,0,"Low","Medium","Private","Neutral",3,0,"High School","Moderate","Male",68,0.956460311448627,0.661477815578319
-0.49739017813872,0.604217343302302,"Medium","Medium",0,-0.0238168639172075,1.45369932255127,"Medium",1,1,"High","Medium","Public","Negative",5,0,"Postgraduate","Near","Female",70,-0.300531772019636,0.0118462741864855
-0.163247081849616,-1.30042536203784,"Medium","Medium",1,2.01973414142739,-0.629577800617189,"Low",1,0,"Low","Medium","Public","Positive",3,0,"High School","Moderate","Male",62,0.212290645515908,-0.329715704700061
-1.16567637071693,0.690792011726854,"Low","High",1,1.33855047297919,0.898158756373014,"High",1,2,"Low","High","Private","Negative",4,0,"Postgraduate","Far","Male",68,-0.805239925150005,-1.56031665736381
-1.16567637071693,-0.174954672518665,"Medium","High",1,1.33855047297919,1.45369932255127,"High",1,2,"Low","Medium","Public","Neutral",3,0,"College","Moderate","Male",67,0.203940527701526,-1.56031665736381
0.839182207017696,1.55653869597237,"Low","High",1,0.657366804530993,-1.32400350834001,"Medium",0,0,"Medium","High","Private","Neutral",3,0,"Postgraduate","Near","Male",71,1.30621957819454,0.551650525846489
1.34039685145135,-1.21385069361329,"Medium","High",1,0.657366804530993,1.52314189332355,"Medium",1,0,"Medium","Medium","Public","Neutral",2,0,"High School","Near","Male",68,-1.62704164785129,0.88113239504198
0.00382446629493626,0.51764267487775,"Medium","Medium",1,0.657366804530993,0.967601327145296,"Medium",1,1,"Low","Medium","Public","Negative",3,0,"Postgraduate","Near","Male",69,0.00197970696289061,0.00251407718733874
1.00625375516225,-0.434678677792321,"Low","High",1,-2.06736786926181,0.412060760967041,"High",1,3,"Medium","High","Private","Positive",2,0,"High School","Moderate","Male",70,-0.437397051817484,-2.08029668174647
0.33796756258404,1.55653869597237,"Medium","High",0,-1.38618420081361,-0.421250088300343,"Low",0,1,"Low","High","Public","Negative",4,0,"High School","Moderate","Female",69,0.526059589145524,-0.468485295641481
-0.664461726283272,-0.607828014641425,"Medium","Medium",0,-0.0238168639172075,1.38425675177899,"Medium",1,1,"Low","Medium","Public","Negative",4,0,"College","Near","Male",65,0.403878451891975,0.0158253945130815
0.33796756258404,1.55653869597237,"Medium","Low",1,-0.0238168639172075,-1.60177379142914,"Medium",0,3,"Medium","Medium","Public","Positive",3,0,"College","Near","Female",70,0.526059589145524,-0.0080493274464944
1.5074683995959,1.38338935912327,"Medium","Low",1,-0.0238168639172075,-0.212922375983497,"Medium",1,1,"Low","Medium","Public","Positive",3,0,"High School","Moderate","Male",71,2.08541574321556,-0.0359031697326662
0.00382446629493626,-0.780977351490529,"Medium","Medium",1,-0.0238168639172075,0.898158756373014,"Medium",1,1,"Low","Low","Public","Neutral",4,0,"College","Near","Female",65,-0.00298682155788412,-9.10867933024437e-05
1.5074683995959,1.03709068542506,"Low","Medium",0,-2.06736786926181,1.10648646868986,"Medium",1,2,"Medium","Medium","Public","Negative",1,0,"Postgraduate","Near","Female",72,1.56338143579354,-3.11649173325209
-2.6693203040179,1.72968803282148,"High","High",1,0.657366804530993,-1.04623322525088,"High",1,0,"Medium","High","Private","Positive",4,0,"College","Moderate","Male",69,-4.61709138562714,-1.75472255852194
0.839182207017696,-0.867552019915081,"Medium","Medium",0,-0.0238168639172075,-1.60177379142914,"Medium",1,1,"Medium","Medium","Public","Positive",3,0,"Postgraduate","Near","Female",66,-0.728034218774998,-0.0199866884262823
0.170896014439488,-0.261529340943217,"Low","Medium",1,-0.0238168639172075,1.03704389791758,"Medium",1,4,"Medium","Medium","Private","Neutral",3,0,"Postgraduate","Moderate","Male",68,-0.0446943220261819,-0.00407020711989842
-0.330318629994168,0.0847693327549906,"High","Low",1,0.657366804530993,-0.282364946755779,"Medium",1,0,"Medium","Medium","Public","Neutral",3,0,"High School","Moderate","Female",65,-0.0280008898611482,-0.217140502276322
0.170896014439488,-0.694402683065977,"Medium","Medium",1,-1.38618420081361,-1.25456093756773,"Medium",1,1,"High","Medium","Public","Neutral",5,1,"College","Moderate","Male",64,-0.118670650952063,-0.236893355198033
-2.00103411143969,-1.64672403573605,"Medium","Medium",1,-0.0238168639172075,-1.46288864988457,"Medium",1,1,"High","Medium","Public","Positive",3,0,"College","Near","Male",60,3.29515096763546,0.0476583571258493
-0.163247081849616,-0.954126688339633,"Medium","High",1,-0.0238168639172075,0.481503331739323,"High",1,1,"Low","Medium","Public","Negative",2,0,"High School","Near","Male",65,0.155758397586283,0.00388803353329353
0.33796756258404,-0.780977351490529,"High","Medium",0,-0.705000532365408,0.273175619422477,"High",1,1,"Low","Low","Public","Positive",3,0,"High School","Near","Male",66,-0.263945011916593,-0.238267311543988
1.5074683995959,-0.174954672518665,"High","High",1,-2.06736786926181,1.24537161023442,"Low",1,5,"Medium","High","Public","Neutral",3,0,"College","Near","Male",74,-0.263738640183538,-3.11649173325209
-0.49739017813872,-1.12727602518874,"Medium","Medium",1,-1.38618420081361,-1.60177379142914,"High",1,2,"Medium","Medium","Private","Negative",3,0,"High School","Far","Female",62,0.560696022980134,0.68947440657576
-0.831533274427824,1.29681469069872,"Medium","Medium",0,-0.0238168639172075,1.24537161023442,"Medium",1,2,"Low","Medium","Public","Positive",4,0,"College","Moderate","Male",70,-1.07834456608281,0.0198045148396774
-0.49739017813872,0.690792011726854,"Medium","High",1,-0.0238168639172075,1.31481418100671,"Low",1,0,"Medium","Medium","Public","Neutral",3,0,"High School","Near","Male",69,-0.343593161769625,0.0118462741864855
0.839182207017696,-1.47357469888694,"Medium","High",1,-0.0238168639172075,-0.212922375983497,"Medium",1,3,"Medium","High","Private","Negative",4,0,"College","Far","Male",67,-1.23659766801738,-0.0199866884262823
0.33796756258404,0.51764267487775,"Low","Low",0,-0.705000532365408,-1.46288864988457,"Medium",1,2,"Medium","Medium","Public","Neutral",0,0,"High School","Moderate","Male",64,0.174946433117916,-0.238267311543988
-0.49739017813872,0.51764267487775,"Medium","High",0,-1.38618420081361,1.52314189332355,"High",1,3,"High","Medium","Public","Neutral",3,0,"College","Near","Male",71,-0.257470382269648,0.68947440657576
0.505039110728592,1.55653869597237,"Medium","Low",1,-0.0238168639172075,-1.46288864988457,"Low",1,0,"Medium","Medium","Public","Negative",3,0,"College","Near","Female",68,0.78611291882853,-0.0120284477730904
0.170896014439488,-1.7332987041606,"High","Medium",0,-0.0238168639172075,0.342618190194759,"Medium",1,0,"Medium","High","Public","Neutral",4,1,"College","Near","Male",64,-0.296213840374176,-0.00407020711989842
1.00625375516225,-0.867552019915081,"Medium","Low",1,0.657366804530993,-0.004594663666651,"Medium",1,1,"Medium","Low","Private","Neutral",4,1,"High School","Far","Female",63,-0.872977477838144,0.661477815578319
-0.664461726283272,1.46996402754782,"Medium","Medium",1,-0.705000532365408,1.17592903946214,"Low",1,0,"High","Medium","Private","Positive",4,0,"College","Near","Male",71,-0.976734835318737,0.468445870766145
-0.330318629994168,1.46996402754782,"High","Medium",1,-2.06736786926181,-0.004594663666651,"Low",1,0,"Low","Medium","Public","Positive",3,0,"High School","Moderate","Male",69,-0.485556503720306,0.682890122268523
-0.330318629994168,0.777366680151406,"High","Medium",1,-2.06736786926181,-0.143479805211215,"Medium",1,3,"High","Medium","Private","Positive",2,0,"College","Near","Female",100,-0.256778696790727,0.682890122268523
-1.49981946700603,0.95051601700051,"Medium","Medium",0,-0.705000532365408,1.31481418100671,"Medium",1,3,"Medium","Medium","Public","Neutral",3,0,"College","Moderate","Male",68,-1.4256024259984,1.05737352269125
0.33796756258404,-1.38700003046239,"Low","Medium",0,-0.0238168639172075,1.59258446409583,"Low",0,1,"Medium","Medium","Public","Negative",3,0,"High School","Near","Male",62,-0.468761019599364,-0.0080493274464944
0.33796756258404,0.0847693327549906,"Medium","Medium",1,-0.0238168639172075,0.134290477877913,"Low",1,2,"Medium","Medium","Public","Positive",3,0,"Postgraduate","Far","Female",68,0.0286492847730796,-0.0080493274464944
0.00382446629493626,-0.954126688339633,"High","High",1,-0.705000532365408,-0.143479805211215,"Medium",1,2,"Low","Medium","Private","Positive",3,0,"High School","Far","Male",66,-0.00364902536065408,-0.00269625077394362
-0.163247081849616,-1.12727602518874,"Low","Medium",0,-1.38618420081361,1.17592903946214,"High",1,0,"Medium","Medium","Public","Positive",3,0,"College","Near","Male",64,0.184024521551095,0.226290525688863
-1.33274791886148,1.03709068542506,"Medium","Medium",0,-2.06736786926181,1.17592903946214,"High",1,2,"Medium","High","Public","Neutral",3,1,"High School","Moderate","Male",67,-1.38218045267088,2.75528022527977
-0.49739017813872,-1.30042536203784,"Medium","High",1,0.657366804530993,-0.629577800617189,"Medium",1,1,"High","High","Public","Neutral",4,1,"Postgraduate","Moderate","Female",65,0.646818802480111,-0.326967792008152
-0.330318629994168,-0.0883800040941132,"Medium","Medium",1,-0.0238168639172075,0.273175619422477,"Medium",1,0,"Low","High","Private","Neutral",3,0,"College","Far","Male",65,0.0291935618712464,0.00786715385988951
-0.831533274427824,1.55653869597237,"High","Medium",0,-0.705000532365408,-1.18511836679544,"High",1,0,"Low","High","Public","Positive",3,0,"College","Near","Male",69,-1.29431371863552,0.586231401151167
-0.163247081849616,-1.12727602518874,"Medium","Medium",0,-1.38618420081361,0.481503331739323,"High",1,1,"Low","Low","Private","Negative",3,0,"High School","Near","Male",63,0.184024521551095,0.226290525688863
0.33796756258404,1.64311336439693,"Medium","Low",1,-0.705000532365408,1.17592903946214,"Low",1,3,"Medium","Medium","Public","Negative",4,0,"Postgraduate","Moderate","Male",72,0.555319018814491,-0.238267311543988
1.84161149588501,1.72968803282148,"Medium","Medium",0,-0.0238168639172075,-1.11567579602316,"Medium",1,2,"High","High","Public","Positive",5,0,"Postgraduate","Moderate","Male",76,3.18541336553876,-0.0438614103858582
0.170896014439488,0.171344001179543,"Medium","High",1,-0.0238168639172075,-0.629577800617189,"High",1,3,"Low","Medium","Public","Positive",3,1,"College","Near","Female",69,0.0292820068996988,-0.00407020711989842
0.33796756258404,-1.12727602518874,"Medium","Medium",1,-0.0238168639172075,-0.212922375983497,"High",1,3,"Low","High","Public","Positive",2,0,"Postgraduate","Moderate","Female",67,-0.380982730592463,-0.0080493274464944
0.00382446629493626,-0.607828014641425,"High","Medium",1,1.33855047297919,1.17592903946214,"Medium",1,2,"Medium","High","Public","Positive",3,0,"College","Near","Male",69,-0.00232461775511415,0.00511924116797991
-2.00103411143969,-0.261529340943217,"High","Medium",1,-0.705000532365408,0.828716185600732,"Medium",1,0,"Low","Medium","Public","Neutral",2,0,"High School","Moderate","Male",63,0.523329132369718,1.41073011384632
0.00382446629493626,-0.694402683065977,"Medium","Medium",0,1.33855047297919,-0.629577800617189,"Medium",1,3,"Low","High","Private","Positive",3,0,"Postgraduate","Near","Male",67,-0.00265571965649913,0.00511924116797991
0.00382446629493626,-0.780977351490529,"Low","High",1,-0.0238168639172075,-0.907348083706316,"High",1,2,"Medium","Medium","Public","Negative",5,0,"College","Near","Male",66,-0.00298682155788412,-9.10867933024437e-05
2.50989768846322,1.64311336439693,"High","High",1,-0.0238168639172075,0.689831044056169,"Low",1,2,"Medium","High","Private","Neutral",2,0,"Postgraduate","Near","Female",79,4.12404643518286,-0.0597778916922421
-0.163247081849616,-1.21385069361329,"Medium","Medium",0,0.657366804530993,-0.074037234438933,"Medium",1,1,"High","Medium","Public","Neutral",3,0,"High School","Near","Female",64,0.198157583533501,-0.107313212544491
0.33796756258404,0.777366680151406,"High","High",1,-0.705000532365408,0.342618190194759,"Medium",1,1,"High","High","Public","Positive",3,0,"High School","Near","Female",73,0.262724722124818,-0.238267311543988
0.00382446629493626,-1.7332987041606,"Low","High",0,-0.0238168639172075,0.481503331739323,"High",1,2,"Low","High","Public","Positive",4,1,"High School","Near","Male",63,-0.00662894247311891,-9.10867933024437e-05
-1.16567637071693,0.344493338028646,"Medium","Medium",0,-1.38618420081361,0.203733048650195,"Medium",1,1,"Low","High","Public","Positive",2,0,"High School","Near","Male",65,-0.401567744009392,1.61584216834955
1.1733253033068,1.46996402754782,"Low","High",1,0.657366804530993,0.412060760967041,"Medium",1,0,"High","Medium","Public","Positive",5,0,"High School","Near","Female",73,1.72474598847263,0.77130510531015
0.839182207017696,-0.694402683065977,"High","High",1,0.657366804530993,1.31481418100671,"Low",1,2,"Low","Medium","Private","Positive",4,0,"College","Moderate","Female",70,-0.582730376134316,0.551650525846489
0.839182207017696,-1.12727602518874,"High","Medium",0,1.33855047297919,1.24537161023442,"High",1,2,"Low","High","Public","Positive",3,1,"High School","Near","Female",68,-0.94598998273602,1.12328774011926
-0.831533274427824,0.51764267487775,"Medium","Medium",1,-0.0238168639172075,-1.25456093756773,"Medium",1,1,"Medium","Medium","Public","Negative",3,0,"College","Near","Male",65,-0.430437108424673,0.0198045148396774
1.34039685145135,0.777366680151406,"Low","High",1,1.33855047297919,0.273175619422477,"High",1,0,"Low","Medium","Private","Positive",1,0,"College","Moderate","Female",71,1.04197985049814,1.79418883949003
-1.33274791886148,0.690792011726854,"Low","Medium",0,-0.705000532365408,-0.212922375983497,"Low",1,2,"Medium","Medium","Public","Positive",2,0,"College","Far","Male",64,-0.9206516159951,0.939587992306233
0.672110658873144,-0.607828014641425,"Medium","High",1,0.657366804530993,-0.768462942161752,"Medium",1,4,"High","Medium","Private","Neutral",3,1,"College","Moderate","Male",68,-0.408527687402203,0.441823236114659
2.17575459217411,-0.867552019915081,"Medium","Medium",1,-0.705000532365408,0.481503331739323,"Low",1,1,"Low","High","Public","Neutral",4,0,"College","Near","Male",69,-1.88758029128016,-1.53390814577923
-0.998604822572376,1.55653869597237,"Medium","Medium",0,-0.0238168639172075,0.064847907105631,"Medium",1,0,"Medium","High","Private","Positive",4,0,"College","Moderate","Female",69,-1.55436704831853,0.0237836351662734
0.170896014439488,-0.174954672518665,"Medium","Medium",1,2.01973414142739,-1.39344607911229,"Medium",1,1,"High","Low","Private","Positive",2,0,"College","Near","Male",67,-0.0298990562410058,0.345164514997303
-0.49739017813872,1.21024002227417,"Low","Medium",1,0.657366804530993,-0.69902037138947,"Low",1,4,"Medium","Medium","Public","Neutral",6,0,"High School","Far","Female",68,-0.601961500269556,-0.326967792008152
-1.49981946700603,-0.174954672518665,"Medium","High",1,0.657366804530993,-1.67121636220142,"Medium",1,2,"Low","Medium","Public","Neutral",3,0,"Postgraduate","Near","Male",64,0.262400423687159,-0.985931530399132
0.00382446629493626,-0.261529340943217,"Medium","Medium",0,-0.705000532365408,0.828716185600732,"Low",1,0,"Low","High","Public","Positive",4,0,"High School","Near","Female",66,-0.00100021014957423,-0.00269625077394362
-0.998604822572376,-1.21385069361329,"High","Low",0,-0.0238168639172075,1.45369932255127,"Medium",1,3,"Low","High","Public","Negative",3,0,"High School","Near","Male",63,1.21215715652505,0.0237836351662734
0.505039110728592,-0.261529340943217,"Medium","Medium",1,-0.0238168639172075,0.273175619422477,"Medium",1,0,"Low","High","Public","Neutral",2,0,"High School","Moderate","Male",66,-0.132082545779397,-0.0120284477730904
-0.998604822572376,0.0847693327549906,"Medium","Medium",0,1.33855047297919,0.412060760967041,"Medium",1,1,"Low","High","Private","Negative",3,0,"Postgraduate","Near","Female",66,-0.0846510644953761,-1.33668295757356
